placement,match_id,augment0,augment1,augment2,Set8_Ace,Set8_Admin,Set8_Aegis,Set8_AnimaSquad,Set8_Arsenal,Set8_Brawler,Set8_Channeler,Set8_Civilian,Set8_Corrupted,Set8_Deadeye,Set8_Defender,Set8_Duelist,Set8_ExoPrime,Set8_Forecaster,Set8_GenAE,Set8_Hacker,Set8_Heart,Set8_Mascot,Set8_OxForce,Set8_Prankster,Set8_Recon,Set8_Renegade,Set8_SpaceCorps,Set8_StarGuardian,Set8_Supers,Set8_Threat,Set8_UndergroundThe,TFT8_Alistar,TFT8_Alistar_item0,TFT8_Alistar_item1,TFT8_Alistar_item2,TFT8_Annie,TFT8_Annie_item0,TFT8_Annie_item1,TFT8_Annie_item2,TFT8_Aphelios,TFT8_Aphelios_item0,TFT8_Aphelios_item1,TFT8_Aphelios_item2,TFT8_Ashe,TFT8_Ashe_item0,TFT8_Ashe_item1,TFT8_Ashe_item2,TFT8_AurelionSol,TFT8_AurelionSol_item0,TFT8_AurelionSol_item1,TFT8_AurelionSol_item2,TFT8_BelVeth,TFT8_BelVeth_item0,TFT8_BelVeth_item1,TFT8_BelVeth_item2,TFT8_Blitzcrank,TFT8_Blitzcrank_item0,TFT8_Blitzcrank_item1,TFT8_Blitzcrank_item2,TFT8_Camille,TFT8_Camille_item0,TFT8_Camille_item1,TFT8_Camille_item2,TFT8_Chogath,TFT8_Chogath_item0,TFT8_Chogath_item1,TFT8_Chogath_item2,TFT8_Draven,TFT8_Draven_item0,TFT8_Draven_item1,TFT8_Draven_item2,TFT8_Ekko,TFT8_Ekko_item0,TFT8_Ekko_item1,TFT8_Ekko_item2,TFT8_Ezreal,TFT8_Ezreal_item0,TFT8_Ezreal_item1,TFT8_Ezreal_item2,TFT8_Fiddlesticks,TFT8_Fiddlesticks_item0,TFT8_Fiddlesticks_item1,TFT8_Fiddlesticks_item2,TFT8_Fiora,TFT8_Fiora_item0,TFT8_Fiora_item1,TFT8_Fiora_item2,TFT8_Galio,TFT8_Galio_item0,TFT8_Galio_item1,TFT8_Galio_item2,TFT8_Gangplank,TFT8_Gangplank_item0,TFT8_Gangplank_item1,TFT8_Gangplank_item2,TFT8_Janna,TFT8_Janna_item0,TFT8_Janna_item1,TFT8_Janna_item2,TFT8_Jax,TFT8_Jax_item0,TFT8_Jax_item1,TFT8_Jax_item2,TFT8_Jinx,TFT8_Jinx_item0,TFT8_Jinx_item1,TFT8_Jinx_item2,TFT8_Kaisa,TFT8_Kaisa_item0,TFT8_Kaisa_item1,TFT8_Kaisa_item2,TFT8_Kayle,TFT8_Kayle_item0,TFT8_Kayle_item1,TFT8_Kayle_item2,TFT8_Leblanc,TFT8_Leblanc_item0,TFT8_Leblanc_item1,TFT8_Leblanc_item2,TFT8_LeeSin,TFT8_LeeSin_item0,TFT8_LeeSin_item1,TFT8_LeeSin_item2,TFT8_Leona,TFT8_Leona_item0,TFT8_Leona_item1,TFT8_Leona_item2,TFT8_Lulu,TFT8_Lulu_item0,TFT8_Lulu_item1,TFT8_Lulu_item2,TFT8_Lux,TFT8_Lux_item0,TFT8_Lux_item1,TFT8_Lux_item2,TFT8_Malphite,TFT8_Malphite_item0,TFT8_Malphite_item1,TFT8_Malphite_item2,TFT8_MissFortune,TFT8_MissFortune_item0,TFT8_MissFortune_item1,TFT8_MissFortune_item2,TFT8_Mordekaiser,TFT8_Mordekaiser_item0,TFT8_Mordekaiser_item1,TFT8_Mordekaiser_item2,TFT8_Nasus,TFT8_Nasus_item0,TFT8_Nasus_item1,TFT8_Nasus_item2,TFT8_Nilah,TFT8_Nilah_item0,TFT8_Nilah_item1,TFT8_Nilah_item2,TFT8_Nunu,TFT8_Nunu_item0,TFT8_Nunu_item1,TFT8_Nunu_item2,TFT8_Poppy,TFT8_Poppy_item0,TFT8_Poppy_item1,TFT8_Poppy_item2,TFT8_Rammus,TFT8_Rammus_item0,TFT8_Rammus_item1,TFT8_Rammus_item2,TFT8_Rell,TFT8_Rell_item0,TFT8_Rell_item1,TFT8_Rell_item2,TFT8_Renekton,TFT8_Renekton_item0,TFT8_Renekton_item1,TFT8_Renekton_item2,TFT8_Riven,TFT8_Riven_item0,TFT8_Riven_item1,TFT8_Riven_item2,TFT8_Samira,TFT8_Samira_item0,TFT8_Samira_item1,TFT8_Samira_item2,TFT8_Sejuani,TFT8_Sejuani_item0,TFT8_Sejuani_item1,TFT8_Sejuani_item2,TFT8_Senna,TFT8_Senna_item0,TFT8_Senna_item1,TFT8_Senna_item2,TFT8_Sett,TFT8_Sett_item0,TFT8_Sett_item1,TFT8_Sett_item2,TFT8_Sivir,TFT8_Sivir_item0,TFT8_Sivir_item1,TFT8_Sivir_item2,TFT8_Sona,TFT8_Sona_item0,TFT8_Sona_item1,TFT8_Sona_item2,TFT8_Soraka,TFT8_Soraka_item0,TFT8_Soraka_item1,TFT8_Soraka_item2,TFT8_Sylas,TFT8_Sylas_item0,TFT8_Sylas_item1,TFT8_Sylas_item2,TFT8_Syndra,TFT8_Syndra_item0,TFT8_Syndra_item1,TFT8_Syndra_item2,TFT8_Taliyah,TFT8_Taliyah_item0,TFT8_Taliyah_item1,TFT8_Taliyah_item2,TFT8_Talon,TFT8_Talon_item0,TFT8_Talon_item1,TFT8_Talon_item2,TFT8_Urgot,TFT8_Urgot_item0,TFT8_Urgot_item1,TFT8_Urgot_item2,TFT8_Vayne,TFT8_Vayne_item0,TFT8_Vayne_item1,TFT8_Vayne_item2,TFT8_Velkoz,TFT8_Velkoz_item0,TFT8_Velkoz_item1,TFT8_Velkoz_item2,TFT8_Vi,TFT8_Vi_item0,TFT8_Vi_item1,TFT8_Vi_item2,TFT8_Viego,TFT8_Viego_item0,TFT8_Viego_item1,TFT8_Viego_item2,TFT8_WuKong,TFT8_WuKong_item0,TFT8_WuKong_item1,TFT8_WuKong_item2,TFT8_Yasuo,TFT8_Yasuo_item0,TFT8_Yasuo_item1,TFT8_Yasuo_item2,TFT8_Yuumi,TFT8_Yuumi_item0,TFT8_Yuumi_item1,TFT8_Yuumi_item2,TFT8_Zac,TFT8_Zac_item0,TFT8_Zac_item1,TFT8_Zac_item2,TFT8_Zed,TFT8_Zed_item0,TFT8_Zed_item1,TFT8_Zed_item2,TFT8_Zoe,TFT8_Zoe_item0,TFT8_Zoe_item1,TFT8_Zoe_item2,_id
7,EUW1_6186717242,TFT8_Augment_YasuoCarry,TFT8_Augment_DuelistEmblem,TFT6_Augment_BlueBattery1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,ChainVest,None,None,0.0,None,None,None,0.0,MadredsBloodrazor,JeweledGauntlet,ArchangelsStaff,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,StatikkShiv,None,None,0.0,None,None,None,1.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,3.0,WarmogsArmor,DuelistEmblemItem,IonicSpark,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6186717242-7rP0rzDhgDkbTT-ASPaAnPc3r766jdAcy60KHebl4Rth7h81e7bqeiIBg_Xj-Jp1NbRFQFEq0j23Aw
6,EUW1_6186717242,TFT8_Augment_FioraSupport,TFT6_Augment_TradeSectorPlus,TFT6_Augment_ComponentGrabBag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,WarmogsArmor,RedBuff,LocketOfTheIronSolari,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,Deathblade,RecurveBow,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,Deathblade,UnstableConcoction,LastWhisper,2.0,None,None,None,EUW1_6186717242-6u0N8XOn96iodQVzxc_E5R-6sz7v1vji08l4VZX7aJqUDP5PLExZUvY8nqJ4QM8NdTDBAzWTHoZZOw
1,EUW1_6186717242,TFT8_Augment_TalonSupport,TFT6_Augment_JeweledLotus,TFT8_Augment_RenegadeEmblem,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,None,None,None,2.0,Chalice,None,None,12.0,RenegadeEmblemItem,GuardianAngel,GuinsoosRageblade,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,RedBuff,WarmogsArmor,LocketOfTheIronSolari,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,12.0,OrnnAnimaVisage,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,RabadonsDeathcap,IonicSpark,UnstableConcoction,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6186717242--HtOkwuDi-yptsfS4ulXn0tFtcLrkRg7vYb6TMeR3wavFkOAvsmwcMINHgQA5GyO344PLu7xpAzpvA
2,EUW1_6186717242,TFT8_Augment_RenektonSupport,TFT6_Augment_PortableForge,TFT6_Augment_SunfireBoard,6.0,0.0,0.0,0.0,12.0,3.0,0.0,8.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,None,None,None,0.0,None,None,None,12.0,InfinityEdge,MadredsBloodrazor,GuinsoosRageblade,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,12.0,StatikkShiv,OrnnMuramana,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,BrambleVest,RedBuff,OrnnAnimaVisage,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,InfinityEdge,None,None,8.0,DragonsClaw,OxForceEmblemItem,None,4.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,12.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6186717242-e9hGoIAgAa9RM64K9hw_T53awOPCZ2cMdB5IKHhrOUuEIF4ZOtGle3SM81dOWgEZvQQ9s2l5DAEw7A
5,EUW1_6186717242,TFT8_Augment_YasuoSupport,TFT6_Augment_ThrillOfTheHunt2,TFT8_Augment_HackerEmblem,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,SpearOfShojin,ArchangelsStaff,HackerEmblemItem,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,WarmogsArmor,GiantsBelt,DragonsClaw,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,MadredsBloodrazor,RapidFireCannon,GuardianAngel,4.0,None,None,None,EUW1_6186717242-E4S9tobEBXUwWw0WX7mbi6gd2HTW4pv0-v2zi3-nnpumNy4QEYjsr_KpZEQZGvEboOKERxzJdj92IA
8,EUW1_6186717242,TFT8_Augment_ViSupport,TFT6_Augment_ThrillOfTheHunt2,TFT8_Augment_SupersTrait,6.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,GuardianAngel,InfinityEdge,LastWhisper,8.0,None,None,None,0.0,None,None,None,0.0,None,None,None,1.0,RapidFireCannon,RunaansHurricane,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,RedBuff,Redemption,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6186717242-p0GHNScDIBGu3fZ3016NFCyjDvAm-AusC5bx6OlEWvh-In9SvorsqNQihD_t5BKaSx71Cx9cb4oJzw
6,EUW1_6187399601,TFT8_Augment_ViSupport,TFT8_Augment_BrawlerTrait,TFT8_Augment_BrawlerEmblem,6.0,0.0,3.0,0.0,12.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,12.0,BrawlerEmblemItem,InfinityEdge,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,Quicksilver,Bloodthirster,GuinsoosRageblade,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,LocketOfTheIronSolari,None,None,6.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,WarmogsArmor,None,None,4.0,None,None,None,8.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6187399601-FS6bzWolU8Dd0RIwdEjR3ciJEn6Lopp_BpjvrvChClGKTM1Sja6CB_6TWr41SwY_MvHTIcKk7CsfLg
5,EUW1_6187399601,TFT8_Augment_ViSupport,TFT6_Augment_Battlemage1,TFT6_Augment_MakeshiftArmor2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,ZekesHerald,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,MadredsBloodrazor,UnstableConcoction,GuinsoosRageblade,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,DragonsClaw,RedBuff,Redemption,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,8.0,None,None,None,0.0,None,None,None,8.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6187399601-AWTses2fSccCOgw25o16_fuypSOI-r210fiUyrLPzxQC-1mdJbvBD1Dz8YUh6MkXltk6GbRkFEnZug
2,EUW1_6187399601,TFT8_Augment_EzrealCarry,TFT6_Augment_TinyTitans,TFT6_Augment_BlueBattery1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,3.0,SeraphsEmbrace,JeweledGauntlet,HextechGunblade,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,JeweledGauntlet,Quicksilver,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,3.0,DragonsClaw,TitanicHydra,GargoyleStoneplate,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6187399601-7h7l3IjxGeidlG7YwSKvE2SDKnah2afD9kOEpkWtLtxDQJafKlLVny0nwP5M4i3HI0AKjaAetoLblg
7,EUW1_6187399601,TFT8_Augment_VelkozSupport,TFT6_Augment_ItemGrabBag1,TFT8_Augment_CivilianEmblem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,SpearOfShojin,JeweledGauntlet,ArchangelsStaff,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,LocketOfTheIronSolari,WarmogsArmor,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,Chalice,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,ForceOfNature,None,None,0.0,None,None,None,4.0,BrambleVest,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,CivilianEmblemItem,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,EUW1_6187399601-h5Gc0n8_vayWU32DiZiEuHBWrnXIbth8oraWoihrwYdMYDKgJ-4LyaDfQIi0wVQctc2a4ty6nlh0xA
3,EUW1_6187399601,TFT8_Augment_AlistarAoEPulverizer,TFT8_Augment_HeartTrait,TFT6_Augment_BlueBattery1,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,RedBuff,TitanicHydra,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,RecurveBow,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,StatikkShiv,Chalice,None,8.0,MadredsBloodrazor,SeraphsEmbrace,JeweledGauntlet,0.0,None,None,None,0.0,None,None,None,4.0,ForceOfNature,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,EUW1_6187399601-EK9YalwMMnt1-en-keF6hL7e7YLwfs1FlsvhKBSLA6OGxz4dEEZh_hrSz0uTq6mfe-e1NGu2-t84Sw
