placement,match_id,augment0,augment1,augment2,Set8_Ace,Set8_Admin,Set8_Aegis,Set8_AnimaSquad,Set8_Arsenal,Set8_Brawler,Set8_Channeler,Set8_Civilian,Set8_Corrupted,Set8_Deadeye,Set8_Defender,Set8_Duelist,Set8_ExoPrime,Set8_Forecaster,Set8_GenAE,Set8_Hacker,Set8_Heart,Set8_Mascot,Set8_OxForce,Set8_Prankster,Set8_Recon,Set8_Renegade,Set8_SpaceCorps,Set8_StarGuardian,Set8_Supers,Set8_Threat,Set8_UndergroundThe,TFT8_Alistar,TFT8_Alistar_item0,TFT8_Alistar_item1,TFT8_Alistar_item2,TFT8_Annie,TFT8_Annie_item0,TFT8_Annie_item1,TFT8_Annie_item2,TFT8_Aphelios,TFT8_Aphelios_item0,TFT8_Aphelios_item1,TFT8_Aphelios_item2,TFT8_Ashe,TFT8_Ashe_item0,TFT8_Ashe_item1,TFT8_Ashe_item2,TFT8_AurelionSol,TFT8_AurelionSol_item0,TFT8_AurelionSol_item1,TFT8_AurelionSol_item2,TFT8_BelVeth,TFT8_BelVeth_item0,TFT8_BelVeth_item1,TFT8_BelVeth_item2,TFT8_Blitzcrank,TFT8_Blitzcrank_item0,TFT8_Blitzcrank_item1,TFT8_Blitzcrank_item2,TFT8_Camille,TFT8_Camille_item0,TFT8_Camille_item1,TFT8_Camille_item2,TFT8_Chogath,TFT8_Chogath_item0,TFT8_Chogath_item1,TFT8_Chogath_item2,TFT8_Draven,TFT8_Draven_item0,TFT8_Draven_item1,TFT8_Draven_item2,TFT8_Ekko,TFT8_Ekko_item0,TFT8_Ekko_item1,TFT8_Ekko_item2,TFT8_Ezreal,TFT8_Ezreal_item0,TFT8_Ezreal_item1,TFT8_Ezreal_item2,TFT8_Fiddlesticks,TFT8_Fiddlesticks_item0,TFT8_Fiddlesticks_item1,TFT8_Fiddlesticks_item2,TFT8_Fiora,TFT8_Fiora_item0,TFT8_Fiora_item1,TFT8_Fiora_item2,TFT8_Galio,TFT8_Galio_item0,TFT8_Galio_item1,TFT8_Galio_item2,TFT8_Gangplank,TFT8_Gangplank_item0,TFT8_Gangplank_item1,TFT8_Gangplank_item2,TFT8_Janna,TFT8_Janna_item0,TFT8_Janna_item1,TFT8_Janna_item2,TFT8_Jax,TFT8_Jax_item0,TFT8_Jax_item1,TFT8_Jax_item2,TFT8_Jinx,TFT8_Jinx_item0,TFT8_Jinx_item1,TFT8_Jinx_item2,TFT8_Kaisa,TFT8_Kaisa_item0,TFT8_Kaisa_item1,TFT8_Kaisa_item2,TFT8_Kayle,TFT8_Kayle_item0,TFT8_Kayle_item1,TFT8_Kayle_item2,TFT8_Leblanc,TFT8_Leblanc_item0,TFT8_Leblanc_item1,TFT8_Leblanc_item2,TFT8_LeeSin,TFT8_LeeSin_item0,TFT8_LeeSin_item1,TFT8_LeeSin_item2,TFT8_Leona,TFT8_Leona_item0,TFT8_Leona_item1,TFT8_Leona_item2,TFT8_Lulu,TFT8_Lulu_item0,TFT8_Lulu_item1,TFT8_Lulu_item2,TFT8_Lux,TFT8_Lux_item0,TFT8_Lux_item1,TFT8_Lux_item2,TFT8_Malphite,TFT8_Malphite_item0,TFT8_Malphite_item1,TFT8_Malphite_item2,TFT8_MissFortune,TFT8_MissFortune_item0,TFT8_MissFortune_item1,TFT8_MissFortune_item2,TFT8_Mordekaiser,TFT8_Mordekaiser_item0,TFT8_Mordekaiser_item1,TFT8_Mordekaiser_item2,TFT8_Nasus,TFT8_Nasus_item0,TFT8_Nasus_item1,TFT8_Nasus_item2,TFT8_Nilah,TFT8_Nilah_item0,TFT8_Nilah_item1,TFT8_Nilah_item2,TFT8_Nunu,TFT8_Nunu_item0,TFT8_Nunu_item1,TFT8_Nunu_item2,TFT8_Nunu_item3,TFT8_Nunu_item4,TFT8_Nunu_item5,TFT8_Nunu_item6,TFT8_Poppy,TFT8_Poppy_item0,TFT8_Poppy_item1,TFT8_Poppy_item2,TFT8_Rammus,TFT8_Rammus_item0,TFT8_Rammus_item1,TFT8_Rammus_item2,TFT8_Rell,TFT8_Rell_item0,TFT8_Rell_item1,TFT8_Rell_item2,TFT8_Renekton,TFT8_Renekton_item0,TFT8_Renekton_item1,TFT8_Renekton_item2,TFT8_Riven,TFT8_Riven_item0,TFT8_Riven_item1,TFT8_Riven_item2,TFT8_Samira,TFT8_Samira_item0,TFT8_Samira_item1,TFT8_Samira_item2,TFT8_Sejuani,TFT8_Sejuani_item0,TFT8_Sejuani_item1,TFT8_Sejuani_item2,TFT8_Sejuani_item3,TFT8_Sejuani_item4,TFT8_Sejuani_item5,TFT8_Sejuani_item6,TFT8_Senna,TFT8_Senna_item0,TFT8_Senna_item1,TFT8_Senna_item2,TFT8_Sett,TFT8_Sett_item0,TFT8_Sett_item1,TFT8_Sett_item2,TFT8_Sivir,TFT8_Sivir_item0,TFT8_Sivir_item1,TFT8_Sivir_item2,TFT8_Sona,TFT8_Sona_item0,TFT8_Sona_item1,TFT8_Sona_item2,TFT8_Soraka,TFT8_Soraka_item0,TFT8_Soraka_item1,TFT8_Soraka_item2,TFT8_Sylas,TFT8_Sylas_item0,TFT8_Sylas_item1,TFT8_Sylas_item2,TFT8_Syndra,TFT8_Syndra_item0,TFT8_Syndra_item1,TFT8_Syndra_item2,TFT8_Taliyah,TFT8_Taliyah_item0,TFT8_Taliyah_item1,TFT8_Taliyah_item2,TFT8_Talon,TFT8_Talon_item0,TFT8_Talon_item1,TFT8_Talon_item2,TFT8_Urgot,TFT8_Urgot_item0,TFT8_Urgot_item1,TFT8_Urgot_item2,TFT8_Vayne,TFT8_Vayne_item0,TFT8_Vayne_item1,TFT8_Vayne_item2,TFT8_Velkoz,TFT8_Velkoz_item0,TFT8_Velkoz_item1,TFT8_Velkoz_item2,TFT8_Vi,TFT8_Vi_item0,TFT8_Vi_item1,TFT8_Vi_item2,TFT8_Viego,TFT8_Viego_item0,TFT8_Viego_item1,TFT8_Viego_item2,TFT8_WuKong,TFT8_WuKong_item0,TFT8_WuKong_item1,TFT8_WuKong_item2,TFT8_Yasuo,TFT8_Yasuo_item0,TFT8_Yasuo_item1,TFT8_Yasuo_item2,TFT8_Yuumi,TFT8_Yuumi_item0,TFT8_Yuumi_item1,TFT8_Yuumi_item2,TFT8_Zac,TFT8_Zac_item0,TFT8_Zac_item1,TFT8_Zac_item2,TFT8_Zed,TFT8_Zed_item0,TFT8_Zed_item1,TFT8_Zed_item2,TFT8_Zoe,TFT8_Zoe_item0,TFT8_Zoe_item1,TFT8_Zoe_item2,_id
1,NA1_4515550420,TFT7_Augment_Preparation,TFT8_Augment_SennaASCarry,TFT8_Augment_BrawlerEmblem,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,ZekesHerald,LastWhisper,None,8.0,Morellonomicon,None,None,None,None,None,None,6.0,MadredsBloodrazor,InfinityEdge,RunaansHurricane,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,1.0,TitanicHydra,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,BrawlerEmblemItem,Redemption,GargoyleStoneplate,0.0,None,None,None,0.0,None,None,None,NA1_4515550420-HHGD_EneEF-SThLbDKdPnM9-NJzUY3llHgX4CTE-mQBaH-A44os7CRhUv_9cYPePpUfGjBy8NYBvEw
8,NA1_4515550420,TFT6_Augment_MakeshiftArmor1,TFT8_Augment_VelkozSupport,TFT6_Augment_ComponentGrabBag,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,LocketOfTheIronSolari,None,None,6.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,4.0,WarmogsArmor,BrambleVest,Morellonomicon,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,JeweledGauntlet,SpearOfShojin,ArchangelsStaff,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,NA1_4515550420-aYSun42EhnvK-rpNsIpochovKGNVmgHPdWQ6UOnJnJ1RF3zFhv0SePWXY0lbSW2-eAp7nuY3HAW8dA
6,NA1_4515550420,TFT8_Augment_ChannelerTrait,TFT8_Augment_ZoeSupport,TFT8_Augment_GenAETrait,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,None,None,None,2.0,GargoyleStoneplate,RedBuff,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,Shroud,GenAE,None,8.0,SpearOfShojin,JeweledGauntlet,StatikkShiv,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,SeraphsEmbrace,None,None,NA1_4515550420-6mWnSoLtmkRUGisZWUXCX7d5U3E6oA3WgfSyeJbtEK6Vzdz-8rjeiwglo89L2l9EC9ZPM8mZgabI_A
7,NA1_4515550420,TFT8_Augment_BrawlerTrait,TFT8_Augment_JaxSupport,TFT6_Augment_Ascension,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,Quicksilver,Bloodthirster,TitansResolve,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,ThiefsGloves,RapidFireCannon,GuinsoosRageblade,0.0,None,None,None,8.0,GuardianAngel,SpearOfShojin,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,NA1_4515550420-4sXQR4HAt4YSbg5fOAIc8Txc0aUkE9xWECcA2_f74leV6PKjzYSiCvKx11sMPnx_o9efLpib-N5GBw
4,NA1_4515550420,TFT8_Augment_RenegadeTrait,TFT8_Augment_AlistarAoEPulverizer,TFT6_Augment_CelestialBlessing2,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,Zephyr,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,FrozenHeart,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,RenegadeEmblemItem,StatikkShiv,ArchangelsStaff,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,JeweledGauntlet,RabadonsDeathcap,Bloodthirster,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,NA1_4515550420-HW-KrdMej4u-5VR7ZbzlR9VqMA7upFFVa4We2UHT3r576m0ZYbyY74sO9ca3xxYMCUjr1p8wwQ7cdg
2,NA1_4515550420,TFT7_Augment_BandOfThieves1,TFT8_Augment_ZoeSupport,TFT6_Augment_Ascension,0.0,4.0,3.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,4.0,4.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,None,None,None,2.0,RedBuff,GargoyleStoneplate,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,ThiefsGloves,SeraphsEmbrace,Morellonomicon,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,12.0,ArchangelsStaff,GenAE,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,Chalice,None,None,8.0,SeraphsEmbrace,InfinityEdge,HextechGunblade,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,SeraphsEmbrace,MadredsBloodrazor,MadredsBloodrazor,NA1_4515550420-66Hnt3muAY-AMSWFCcXjZhl_JfDwxHITb7DP94NmZgGta1ufyuXQLEyV2l9sVVxt1daDEybxOndYxQ
3,NA1_4515550420,TFT6_Augment_Electrocharge1,TFT8_Augment_SennaSupport,TFT7_Augment_AxiomArc2,6.0,0.0,0.0,0.0,12.0,3.0,0.0,4.0,0.0,12.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,6.0,MadredsBloodrazor,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,RunaansHurricane,PowerGauntlet,None,8.0,RedBuff,None,None,None,None,None,None,4.0,InfinityEdge,ZekesHerald,None,8.0,DragonsClaw,GargoyleStoneplate,WarmogsArmor,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,NA1_4515550420-X3dqL3Z-v6_STfJkoN6m1d2kKB3q4kbB47YUk18mBg_B8jwry318GFHH3pclB6O2T1mkskkda2bIow
6,NA1_4516499878,TFT6_Augment_ItemGrabBag1,TFT8_Augment_YasuoSupport,TFT8_Augment_DuelistEmblem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,TitanicHydra,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,StatikkShiv,PowerGauntlet,UnstableConcoction,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,UnstableConcoction,TitansResolve,Deathblade,4.0,DuelistEmblemItem,None,None,NA1_4516499878-jbVtdFrGtQyon-xZJMuX8wiJhDy5AcJawdeesj2oTo-r_878adTBd1chl9m1BhhJ0H50IJFUxnklLQ
5,NA1_4516499878,TFT6_Augment_CelestialBlessing1,TFT8_Augment_VayneSupport,TFT6_Augment_MeleeStarBlade2,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,FrozenHeart,IonicSpark,Morellonomicon,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,GuardianAngel,ZekesHerald,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,ThiefsGloves,SeraphsEmbrace,ArchangelsStaff,0.0,None,None,None,0.0,None,None,None,8.0,InfinityEdge,GuardianAngel,RunaansHurricane,4.0,None,None,None,NA1_4516499878-t2Hiyt_w2MYqgBM8-mcain4SFjrsKb453o_YIRM-jc8axhBdMaIE825E2qVoYFM7MXqWYtQJWiZwqw
7,NA1_4516499878,TFT6_Augment_SecondWind1,TFT8_Augment_SivirSupport,TFT6_Augment_JeweledLotus,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,12.0,GargoyleStoneplate,WarmogsArmor,RedBuff,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,8.0,StatikkShiv,RabadonsDeathcap,UnstableConcoction,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,1.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,NA1_4516499878-J-9DSY_-5o7iP31Tu4ljfmIUscfDbJEHl7Oohy6qNSbDUhDI25hVTPnJP06j5TAQxl1frmb36ujZgg
2,NA1_4516499878,TFT6_Augment_ThrillOfTheHunt1,TFT8_Augment_AlistarAoEPulverizer,TFT6_Augment_Ascension,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,4.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,LastWhisper,UnstableConcoction,GuinsoosRageblade,0.0,None,None,None,2.0,None,None,None,0.0,None,None,None,0.0,None,None,None,4.0,None,None,None,0.0,None,None,None,6.0,NeedlesslyLargeRod,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,6.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,None,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,Chalice,Chalice,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,8.0,GuardianAngel,IonicSpark,JeweledGauntlet,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,0.0,None,None,None,NA1_4516499878-sz9-1L5rul1lujj3ebtzb9i2ZyhOTQwGR3jlzNQqeVlFeK8WvoZ2tAsIKoGkgnGWwQnVkWjQsFevbQ
