placement,match_id,augment0,augment1,augment2,Set7_Assassin,Set7_Astral,Set7_Bard,Set7_Bruiser,Set7_Cannoneer,Set7_Cavalier,Set7_Dragon,Set7_Dragonmancer,Set7_Evoker,Set7_Guardian,Set7_Guild,Set7_Jade,Set7_Legend,Set7_Mage,Set7_Mirage,Set7_Mystic,Set7_Ragewing,Set7_Revel,Set7_Scalescorn,Set7_Shapeshifter,Set7_Shimmerscale,Set7_SpellThief,Set7_Starcaller,Set7_Swiftshot,Set7_Tempest,Set7_Trainer,Set7_Warrior,Set7_Whispers,TFT7_Aatrox,TFT7_Aatrox_item0,TFT7_Aatrox_item1,TFT7_Aatrox_item2,TFT7_Anivia,TFT7_Anivia_item0,TFT7_Anivia_item1,TFT7_Anivia_item2,TFT7_AoShin,TFT7_AoShin_item0,TFT7_AoShin_item1,TFT7_AoShin_item2,TFT7_Ashe,TFT7_Ashe_item0,TFT7_Ashe_item1,TFT7_Ashe_item2,TFT7_AurelionSol,TFT7_AurelionSol_item0,TFT7_AurelionSol_item1,TFT7_AurelionSol_item2,TFT7_Bard,TFT7_Bard_item0,TFT7_Bard_item1,TFT7_Bard_item2,TFT7_Braum,TFT7_Braum_item0,TFT7_Braum_item1,TFT7_Braum_item2,TFT7_Corki,TFT7_Corki_item0,TFT7_Corki_item1,TFT7_Corki_item2,TFT7_Diana,TFT7_Diana_item0,TFT7_Diana_item1,TFT7_Diana_item2,TFT7_DragonBlue,TFT7_DragonBlue_item0,TFT7_DragonBlue_item1,TFT7_DragonBlue_item2,TFT7_DragonGold,TFT7_DragonGold_item0,TFT7_DragonGold_item1,TFT7_DragonGold_item2,TFT7_DragonGreen,TFT7_DragonGreen_item0,TFT7_DragonGreen_item1,TFT7_DragonGreen_item2,TFT7_DragonPurple,TFT7_DragonPurple_item0,TFT7_DragonPurple_item1,TFT7_DragonPurple_item2,TFT7_Elise,TFT7_Elise_item0,TFT7_Elise_item1,TFT7_Elise_item2,TFT7_Ezreal,TFT7_Ezreal_item0,TFT7_Ezreal_item1,TFT7_Ezreal_item2,TFT7_Gnar,TFT7_Gnar_item0,TFT7_Gnar_item1,TFT7_Gnar_item2,TFT7_Hecarim,TFT7_Hecarim_item0,TFT7_Hecarim_item1,TFT7_Hecarim_item2,TFT7_Heimerdinger,TFT7_Heimerdinger_item0,TFT7_Heimerdinger_item1,TFT7_Heimerdinger_item2,TFT7_Illaoi,TFT7_Illaoi_item0,TFT7_Illaoi_item1,TFT7_Illaoi_item2,TFT7_Jinx,TFT7_Jinx_item0,TFT7_Jinx_item1,TFT7_Jinx_item2,TFT7_Karma,TFT7_Karma_item0,TFT7_Karma_item1,TFT7_Karma_item2,TFT7_Kayn,TFT7_Kayn_item0,TFT7_Kayn_item1,TFT7_Kayn_item2,TFT7_LeeSin,TFT7_LeeSin_item0,TFT7_LeeSin_item1,TFT7_LeeSin_item2,TFT7_Leona,TFT7_Leona_item0,TFT7_Leona_item1,TFT7_Leona_item2,TFT7_Lillia,TFT7_Lillia_item0,TFT7_Lillia_item1,TFT7_Lillia_item2,TFT7_Lulu,TFT7_Lulu_item0,TFT7_Lulu_item1,TFT7_Lulu_item2,TFT7_Nami,TFT7_Nami_item0,TFT7_Nami_item1,TFT7_Nami_item2,TFT7_Neeko,TFT7_Neeko_item0,TFT7_Neeko_item1,TFT7_Neeko_item2,TFT7_Nidalee,TFT7_Nidalee_item0,TFT7_Nidalee_item1,TFT7_Nidalee_item2,TFT7_Nunu,TFT7_Nunu_item0,TFT7_Nunu_item1,TFT7_Nunu_item2,TFT7_Olaf,TFT7_Olaf_item0,TFT7_Olaf_item1,TFT7_Olaf_item2,TFT7_Ornn,TFT7_Ornn_item0,TFT7_Ornn_item1,TFT7_Ornn_item2,TFT7_Pyke,TFT7_Pyke_item0,TFT7_Pyke_item1,TFT7_Pyke_item2,TFT7_Qiyana,TFT7_Qiyana_item0,TFT7_Qiyana_item1,TFT7_Qiyana_item2,TFT7_Ryze,TFT7_Ryze_item0,TFT7_Ryze_item1,TFT7_Ryze_item2,TFT7_Sejuani,TFT7_Sejuani_item0,TFT7_Sejuani_item1,TFT7_Sejuani_item2,TFT7_Senna,TFT7_Senna_item0,TFT7_Senna_item1,TFT7_Senna_item2,TFT7_Sett,TFT7_Sett_item0,TFT7_Sett_item1,TFT7_Sett_item2,TFT7_Shen,TFT7_Shen_item0,TFT7_Shen_item1,TFT7_Shen_item2,TFT7_Shyvana,TFT7_Shyvana_item0,TFT7_Shyvana_item1,TFT7_Shyvana_item2,TFT7_Skarner,TFT7_Skarner_item0,TFT7_Skarner_item1,TFT7_Skarner_item2,TFT7_Sona,TFT7_Sona_item0,TFT7_Sona_item1,TFT7_Sona_item2,TFT7_Soraka,TFT7_Soraka_item0,TFT7_Soraka_item1,TFT7_Soraka_item2,TFT7_Swain,TFT7_Swain_item0,TFT7_Swain_item1,TFT7_Swain_item2,TFT7_Sylas,TFT7_Sylas_item0,TFT7_Sylas_item1,TFT7_Sylas_item2,TFT7_TahmKench,TFT7_TahmKench_item0,TFT7_TahmKench_item1,TFT7_TahmKench_item2,TFT7_Talon,TFT7_Talon_item0,TFT7_Talon_item1,TFT7_Talon_item2,TFT7_Taric,TFT7_Taric_item0,TFT7_Taric_item1,TFT7_Taric_item2,TFT7_Thresh,TFT7_Thresh_item0,TFT7_Thresh_item1,TFT7_Thresh_item2,TFT7_TrainerDragon,TFT7_TrainerDragon_item0,TFT7_TrainerDragon_item1,TFT7_TrainerDragon_item2,TFT7_Tristana,TFT7_Tristana_item0,TFT7_Tristana_item1,TFT7_Tristana_item2,TFT7_Twitch,TFT7_Twitch_item0,TFT7_Twitch_item1,TFT7_Twitch_item2,TFT7_Varus,TFT7_Varus_item0,TFT7_Varus_item1,TFT7_Varus_item2,TFT7_Vladimir,TFT7_Vladimir_item0,TFT7_Vladimir_item1,TFT7_Vladimir_item2,TFT7_Volibear,TFT7_Volibear_item0,TFT7_Volibear_item1,TFT7_Volibear_item2,TFT7_Xayah,TFT7_Xayah_item0,TFT7_Xayah_item1,TFT7_Xayah_item2,TFT7_Yasuo,TFT7_Yasuo_item0,TFT7_Yasuo_item1,TFT7_Yasuo_item2,TFT7_Yone,TFT7_Yone_item0,TFT7_Yone_item1,TFT7_Yone_item2,TFT7_Zoe,TFT7_Zoe_item0,TFT7_Zoe_item1,TFT7_Zoe_item2
8,NA1_4382558678,TFT6_Augment_TriForce3,TFT6_Augment_MakeshiftArmor3,TFT7_Augment_ShapeshifterTrait2,,0.0,,1.0,,,,,,1.0,,1.0,,0.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,MadredsBloodrazor,GuinsoosRageblade,Bloodthirster,,,,,1.0,,,,,,,,,,,,1.0,GuinsoosRageblade,MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,TitansResolve,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,2.0,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,NA1_4382558678,TFT7_Augment_CavalierForAllUnits,TFT6_Augment_RadiantRelics,TFT6_Augment_TheGoldenEgg,1.0,,1.0,,,3.0,,0.0,,,4.0,,,0.0,1.0,0.0,0.0,,1.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,FrozenHeart,SunfireCapeRadiant,Bloodthirster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PowerGauntlet,,,,,,,,,,,,,,,,,,,2.0,BrambleVest,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,InfinityEdge,RunaansHurricane,MadredsBloodrazor,,,,,,,,,,,None,None,,,,,2.0,LastWhisper,,,,,,,,,,,,,,,,,,,1.0,ThiefsGloves,TearOfTheGoddess,SeraphsEmbrace,,,,,,,,
5,NA1_4382558678,TFT7_Augment_UrfsGrabBag2,TFT6_Augment_BandOfThieves2,TFT6_Augment_WindfallPlusPlus,,,1.0,1.0,,,,,1.0,,2.0,,0.0,2.0,,1.0,,0.0,,,0.0,1.0,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MageEmblemItem,Chalice,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,TitansResolve,MadredsBloodrazor,,,,,,,,,2.0,JeweledGauntlet,SpearOfShojin,ArchangelsStaff,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,SparringGloves,Chalice,,,,,,,,,2.0,IonicSpark,Quicksilver,TitanicHydra,,,,,,,,,,,,,,,,,3.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,RabadonsDeathcap,,
3,NA1_4382522206,TFT7_Augment_MageTrait,TFT7_Augment_FirstAidKit2,TFT7_Augment_UrfsGrabBag1,,,1.0,1.0,,,1.0,,0.0,,1.0,,0.0,2.0,,1.0,,,,,0.0,1.0,,,2.0,1.0,,0.0,,,,,,,,,2.0,MageEmblemItem,ArchangelsStaff,MadredsBloodrazor,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SparringGloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Chalice,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,TitansResolve,MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,IonicSpark,Redemption,RedBuff,,,,,,,,,,,,,,,,,3.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2,NA1_4382522206,TFT6_Augment_Electrocharge1,TFT6_Augment_CelestialBlessing2,TFT6_Augment_Distancing2,,,1.0,1.0,,1.0,1.0,0.0,,,2.0,,0.0,0.0,1.0,0.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,CavalierEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Chalice,GiantsBelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuardianAngel,SeraphsEmbrace,Bloodthirster,2.0,JeweledGauntlet,InfinityEdge,MadredsBloodrazor,,,,
8,NA1_4382522206,TFT6_Augment_Electrocharge1,TFT7_Augment_PandorasBench,TFT6_Augment_Ascension,,0.0,,2.0,,,1.0,,,,1.0,,,0.0,,,0.0,,,,,,,1.0,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,TitansResolve,Bloodthirster,UnstableConcoction,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,2.0,,,,3.0,Deathblade,UnstableConcoction,RunaansHurricane,,,,,,,,,,,,,,,,,,,,,,,,
5,NA1_4382522206,TFT6_Augment_PandorasItems,TFT7_Augment_UrfsGrabBag1,TFT6_Augment_Meditation2,,,1.0,1.0,,,1.0,,1.0,,2.0,0.0,0.0,1.0,,1.0,,0.0,,,0.0,1.0,1.0,,2.0,1.0,,0.0,,,,,,,,,1.0,StatikkShiv,ArchangelsStaff,HextechGunblade,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,MadredsBloodrazor,RapidFireCannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,2.0,WarmogsArmor,BrambleVest,RedBuff,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,SpearOfShojin,GuildEmblemItem,GuardianAngel
7,NA1_4382522206,TFT7_Augment_MageTrait,TFT7_Augment_MageEmblem,TFT6_Augment_Meditation2,,1.0,,1.0,,,,,0.0,,1.0,,,4.0,,0.0,,0.0,,,0.0,1.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,MageEmblemItem,DragonsClaw,Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SpearOfShojin,HextechGunblade,StatikkShiv,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PowerGauntlet,MageEmblemItem,,,,,,,,,,1.0,TitanicHydra,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,
4,NA1_4382522206,TFT6_Augment_Distancing,TFT6_Augment_SecondWind2,TFT6_Augment_Distancing2,0.0,0.0,,,2.0,,1.0,,1.0,1.0,1.0,,,0.0,,1.0,,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GuinsoosRageblade,GuinsoosRageblade,ShimmerscaleDravensAxe,,,,,,,,,2.0,DragonsClaw,GargoyleStoneplate,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,Shroud,GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,2.0,GuardianEmblemItem,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,SpearOfShojin,,,,,,,,,,,,,,,,,,2.0,FrozenHeart,,,,,,,,,,,4.0,TrainerSnax,None,None,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NA1_4382522206,TFT7_Augment_ShimmerscaleEmblem,TFT7_Augment_PandorasBench,TFT6_Augment_SecondWind2,1.0,,1.0,,,0.0,1.0,,,0.0,2.0,0.0,,0.0,,0.0,1.0,,,,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RabadonsDeathcap,GuardianAngel,ShimmerscaleEmblemItem,,,,,,,,,,,,,,,,,2.0,GargoyleStoneplate,RedBuff,IonicSpark,,,,,,,,,,,,,,,,,,,,,2.0,ShimmerscaleEmblemItem,SeraphsEmbrace,Redemption,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TitanicHydra,ShimmerscaleHeartOfGold,Shroud,,,,,,,,,,,,,2.0,ThiefsGloves,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,2.0,ShimmerscaleGamblersBlade,GuinsoosRageblade,ShimmerscaleDravensAxe,,,,,,,,,2.0,GuinsoosRageblade,ShimmerscaleGoldmancersStaff,Quicksilver
6,NA1_4382522206,TFT6_Augment_TinyTitans,TFT6_Augment_ComponentGrabBag,TFT6_Augment_CyberneticShell2,,0.0,1.0,1.0,,,1.0,,0.0,,1.0,,,1.0,,2.0,,,,,,,,,1.0,1.0,,0.0,,,,,,,,,1.0,SpearOfShojin,JeweledGauntlet,UnstableConcoction,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,TitanicHydra,BrambleVest,TitanicHydra,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Redemption,PowerGauntlet,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TitanicHydra,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,4.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,NA1_4382595896,TFT6_Augment_RichGetRicher,TFT7_Augment_PandorasBench,TFT7_Augment_UrfsGrabBag1,,,,0.0,,1.0,,1.0,0.0,,1.0,1.0,1.0,,,,0.0,,,1.0,0.0,,,,0.0,,,,,,,,2.0,RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,RedBuff,CavalierEmblemItem,,,,,,,,,,,,,,2.0,TitanicHydra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,3.0,Quicksilver,GuinsoosRageblade,RapidFireCannon,,,,,,,,,,,,,,,,
4,NA1_4382595896,TFT6_Augment_ClearMind,TFT6_Augment_Diversify2,TFT6_Augment_SalvageBin,,,,2.0,,0.0,1.0,0.0,,,1.0,,0.0,0.0,0.0,,1.0,,,,,,,1.0,0.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,UnstableConcoction,GuardianAngel,TitansResolve,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,None,None,,,,,1.0,ZekesHerald,Zephyr,,,,,,,,,,,,,,2.0,InfinityEdge,UnstableConcoction,GuinsoosRageblade,2.0,,,,,,,,,,,
1,NA1_4382595896,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_Ascension,TFT6_Augment_ComponentGrabBag,,0.0,,,,,1.0,0.0,,,,1.0,,,,,1.0,,,3.0,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RapidFireCannon,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Redemption,RedBuff,,3.0,GuinsoosRageblade,Deathblade,Quicksilver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,UnstableConcoction,FrozenHeart,UnstableConcoction,,,,,,,,,1.0,StatikkShiv,Zephyr,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,NA1_4382595896,TFT6_Augment_CalculatedLoss,TFT6_Augment_CelestialBlessing2,TFT7_Augment_SwiftshotPressTheAttack,0.0,1.0,,1.0,,,,,0.0,,1.0,,,1.0,,1.0,,,,,0.0,1.0,,1.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,WarmogsArmor,RedBuff,TitanicHydra,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,3.0,SparringGloves,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,TitansResolve,Bloodthirster,,,,,,,,,,,,,,,,,,,,None,None,,,,,2.0,,,,3.0,GuinsoosRageblade,InfinityEdge,RunaansHurricane,,,,,,,,,,,,,,,,,,,,,1.0,SeraphsEmbrace,,
3,NA1_4382595896,TFT6_Augment_TargetDummies,TFT6_Augment_SalvageBin,TFT6_Augment_Ascension,,,,1.0,,,1.0,,1.0,,,,0.0,1.0,,0.0,,0.0,,,0.0,1.0,,,2.0,1.0,,0.0,,,,,,,,,2.0,SpearOfShojin,ArchangelsStaff,SeraphsEmbrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,StatikkShiv,PowerGauntlet,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,TitanicHydra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,HextechGunblade,JeweledGauntlet,,,,,,,,,,1.0,GargoyleStoneplate,TitanicHydra,GargoyleStoneplate,,,,,,,,,,,,,,,,,3.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
7,NA1_4382595896,TFT7_Augment_AssassinEmblem,TFT6_Augment_CelestialBlessing2,TFT6_Augment_PortableForge,2.0,,,2.0,,,,,,,1.0,,0.0,0.0,,,0.0,,1.0,,,,,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,NeedlesslyLargeRod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RunaansHurricane,AssassinEmblemItem,InfinityEdge,1.0,Shroud,,,,,,,2.0,ThiefsGloves,NeedlesslyLargeRod,TitansResolve,,,,,,,,,,,,,,,,,2.0,ThiefsGloves,Chalice,RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,2.0,OrnnEternalWinter,Redemption,,,,,,2.0,ThiefsGloves,TearOfTheGoddess,GuardianAngel,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,NA1_4382595896,TFT7_Augment_GadgetExpert,TFT7_Augment_UrfsGrabBag1,TFT7_Augment_DragonHorde,,,,1.0,,,2.0,0.0,1.0,1.0,,,0.0,,0.0,0.0,,0.0,,,1.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,GargoyleStoneplate,RedBuff,WarmogsArmor,,,,,2.0,GuardianEmblemItem,Bloodthirster,RunaansHurricane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SpearOfShojin,ShimmerscaleHeartOfGold,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SpearOfShojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SeraphsEmbrace,StatikkShiv,GuinsoosRageblade,,,,,,,,
2,NA1_4382595896,TFT6_Augment_Twins2,TFT6_Augment_ComponentGrabBag,TFT6_Augment_PortableForge,0.0,,,0.0,,1.0,,,,0.0,,,,0.0,0.0,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,GuinsoosRageblade,SpearOfShojin,LocketOfTheIronSolari,,,,,3.0,BrambleVest,IonicSpark,FrozenHeart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,IonicSpark,Bloodthirster,ArchangelsStaff,,,,,,,,,,,,,,,,,3.0,RedBuff,Redemption,OrnnEternalWinter,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,NA1_4382832837,TFT7_Augment_BestFriends1,TFT6_Augment_Weakspot,TFT6_Augment_TomeOfTraits1,,,,1.0,,,1.0,0.0,0.0,,,,0.0,1.0,0.0,1.0,,,,,0.0,1.0,,,2.0,1.0,0.0,0.0,,,,,,,,,1.0,SpearOfShojin,JeweledGauntlet,MageEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Chalice,,,,,,,,,,,,,,,,,,,,,,,1.0,Zephyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,MysticEmblemItem,,,,,,,,,,,,,,,,,,,2.0,TrainerSnax,None,None,,,,,,,,,,,,,,,,,,,,,,,,,2.0,LocketOfTheIronSolari,Bloodthirster,RedBuff,,,,,1.0,StatikkShiv,,
2,NA1_4382832837,TFT7_Augment_AFK,TFT6_Augment_Weakspot,TFT6_Augment_CyberneticUplink2,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,0.0,,,,,,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,LastWhisper,,,3.0,NegatronCloak,GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PowerGauntlet,,,3.0,RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,TitanicHydra,,,,,,,,,,,,,,,,,,,3.0,TrainerSnax,None,None,,,,,2.0,,,,3.0,Deathblade,RunaansHurricane,GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,,,,
6,NA1_4382832837,TFT6_Augment_Distancing,TFT6_Augment_PandorasItems,TFT6_Augment_Distancing2,,,,1.0,,,1.0,,,0.0,,0.0,,0.0,,,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,TitansResolve,TitansResolve,Bloodthirster,2.0,Bloodthirster,GuinsoosRageblade,MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RedBuff,WarmogsArmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
